"Geographic Area Name (NAME)","Year (YEAR)","2017 NAPCS collection code (NAPCS2017)","Meaning of NAPCS collection code (NAPCS2017_LABEL)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Type of operation code (TYPOP_LABEL)","Number of establishments (ESTAB)","Sales, value of shipments, or revenue of NAPCS collection code ($1,000) (NAPCSDOL)","Industry contribution to total NAPCS collection code sales, value of shipments, or revenue (%) (NAICSALL_PCT)","Range indicating percent of total NAPCS collection code sales, value of shipments, or revenue imputed (NAPCSDOL_IMP)","Relative standard error of NAPCS collection code sales, value of shipments, or revenue (%) (NAPCSDOL_S)"
"United States","2017","7002225000","Pleasure craft docking, launching, utilities, and storage services","441228","Motorcycle, ATV, and all other motor vehicle dealers","All establishments","46","4,960","0.2","Less than 10%","31.9"
"United States","2017","7002325000","Amusement park and arcade services","445110","Supermarkets and other grocery (except convenience) stores","All establishments","613","2,453","0.0","40% to less than 50%","6.2"
"United States","2017","7002325000","Amusement park and arcade services","445120","Convenience stores","All establishments","S","A","S","S","S"
"United States","2017","7002325000","Amusement park and arcade services","454210","Vending machine operators","All establishments","68","16,826","0.1","20% to less than 30%","32.5"
"United States","2017","7002375000","Gambling machine products","445310","Beer, wine, and liquor stores","All establishments","24","851 (s)","0.0","10% to less than 20%","47.7"
"United States","2017","7002375000","Gambling machine products","447110","Gasoline stations with convenience stores","All establishments","8","9,287 (s)","0.0","20% to less than 30%","42.4"
"United States","2017","7002375000","Gambling machine products","447190","Other gasoline stations","All establishments","10","29,259","0.1","30% to less than 40%","39.7"
"United States","2017","7002475000","Sale of tickets of/for lotteries and other games of chance to gamblers, for a fee or commission","445120","Convenience stores","All establishments","3","29 (s)","0.0","60% to less than 70%","79.4"
"United States","2017","7002475000","Sale of tickets of/for lotteries and other games of chance to gamblers, for a fee or commission","445310","Beer, wine, and liquor stores","All establishments","24","601 (s)","0.2","30% to less than 40%","55.8"
"United States","2017","7002475000","Sale of tickets of/for lotteries and other games of chance to gamblers, for a fee or commission","447110","Gasoline stations with convenience stores","All establishments","40","1,516","0.6","30% to less than 40%","24.1"
"United States","2017","7002500000","Leisure, recreational, and athletic instructional programs ","441222","Boat dealers","All establishments","44","919 (s)","0.0","70% to less than 80%","47.7"
"United States","2017","7002500000","Leisure, recreational, and athletic instructional programs ","441228","Motorcycle, ATV, and all other motor vehicle dealers","All establishments","5","174","0.0","30% to less than 40%","23.8"
"United States","2017","7002500000","Leisure, recreational, and athletic instructional programs ","442299","All other home furnishings stores","All establishments","66","29,248","0.2","50% to less than 60%","33.1"
"United States","2017","7002500000","Leisure, recreational, and athletic instructional programs ","443141","Household appliance stores","All establishments","6","420 (s)","0.0","60% to less than 70%","64.2"
"United States","2017","7002500000","Leisure, recreational, and athletic instructional programs ","443142","Electronics stores","All establishments","S","A","S","S","S"
"United States","2017","7002500000","Leisure, recreational, and athletic instructional programs ","445299","All other specialty food stores","All establishments","D","D","D","D","D"
"United States","2017","7002500000","Leisure, recreational, and athletic instructional programs ","448110","Men's clothing stores","All establishments","S","A","S","S","S"
"United States","2017","7002500000","Leisure, recreational, and athletic instructional programs ","448140","Family clothing stores","All establishments","D","D","D","D","D"
"United States","2017","7002500000","Leisure, recreational, and athletic instructional programs ","448190","Other clothing stores","All establishments","D","D","D","D","D"
"United States","2017","7002500000","Leisure, recreational, and athletic instructional programs ","448210","Shoe stores","All establishments","S","A","S","S","S"
"United States","2017","7002500000","Leisure, recreational, and athletic instructional programs ","451110","Sporting goods stores","All establishments","861","78,316","0.4","30% to less than 40%","10.4"
"United States","2017","7002500000","Leisure, recreational, and athletic instructional programs ","451120","Hobby, toy, and game stores","All establishments","1,287","7,041","0.0","10% to less than 20%","21.6"
"United States","2017","7002500000","Leisure, recreational, and athletic instructional programs ","451130","Sewing, needlework, and piece goods stores","All establishments","803","12,959","0.1","30% to less than 40%","12.4"
"United States","2017","7002500000","Leisure, recreational, and athletic instructional programs ","451140","Musical instrument and supplies stores","All establishments","1,012","96,102","0.5","20% to less than 30%","5.1"
"United States","2017","7002500000","Leisure, recreational, and athletic instructional programs ","453110","Florists","All establishments","D","D","D","D","D"
"United States","2017","7002500000","Leisure, recreational, and athletic instructional programs ","453920","Art dealers","All establishments","S","A","S","S","S"
"United States","2017","7002500000","Leisure, recreational, and athletic instructional programs ","453998","All other miscellaneous store retailers (except tobacco stores)","All establishments","S","A","S","S","S"
"United States","2017","7002500000","Leisure, recreational, and athletic instructional programs ","454110","Electronic shopping and mail-order houses","All establishments","10","279","0.0","Less than 10%","3.1"
"United States","2017","7002530000","Portrait photography services","443142","Electronics stores","All establishments","3","132","0.0","40% to less than 50%","0.0"
"United States","2017","7002535000","Wedding and special event photography services","453220","Gift, novelty, and souvenir stores","All establishments","S","A","S","S","S"
"United States","2017","7002545000","Social event planning and coordination services","453110","Florists","All establishments","15","2,453 (s)","0.1","60% to less than 70%","52.4"
